#
#  Z   A s fl     Mexp      Err       Mth    beta2   beta4     rhon     rn       an       rhop     rp       ap   
#                [MeV]     [MeV]     [MeV]                    [fm-3]   [fm]     [fm]     [fm-3]   [fm]     [fm]  
#-----------------------------------------------------------------------------------------------------------------
   0   1 n  2     8.071     0.000                                                                                
  60 137 Nd 2   -79.580     0.011   -79.610   0.190  -0.010   0.0865   5.7978   0.5501   0.0685   5.8087   0.4757
  60 138 Nd 2   -82.018     0.012   -81.680   0.180  -0.010   0.0869   5.8153   0.5492   0.0682   5.8192   0.4731
  60 139 Nd 2   -81.992     0.026   -81.920   0.130   0.000   0.0874   5.8313   0.5495   0.0679   5.8293   0.4712
  60 140 Nd 2   -84.252     0.028   -84.320  -0.090  -0.010   0.0878   5.8498   0.5474   0.0676   5.8401   0.4682
  60 141 Nd 2   -84.198     0.004   -85.070   0.080  -0.020   0.0882   5.8653   0.5470   0.0673   5.8496   0.4662
  60 142 Nd 2   -85.955     0.002   -85.930   0.000   0.000   0.0886   5.8847   0.5438   0.0670   5.8608   0.4627
  60 143 Nd 2   -84.007     0.002   -84.560  -0.070   0.010   0.0891   5.8903   0.5550   0.0667   5.8682   0.4651
  60 144 Nd 2   -83.753     0.002   -83.400   0.100   0.010   0.0887   5.9352   0.5389   0.0662   5.8843   0.4646
  60 145 Nd 2   -81.437     0.002   -80.840   0.160   0.040   0.0890   5.9455   0.5473   0.0659   5.8941   0.4660
  60 146 Nd 2   -80.931     0.002   -80.340   0.170   0.050   0.0895   5.9528   0.5583   0.0654   5.9083   0.4656
  60 147 Nd 2   -78.152     0.002   -77.880   0.190   0.080   0.0898   5.9647   0.5652   0.0650   5.9197   0.4662
  60 148 Nd 2   -77.413     0.003   -77.320   0.220   0.090   0.0896   5.9982   0.5584   0.0646   5.9327   0.4660
  60 149 Nd 2   -74.381     0.003   -74.780   0.270   0.140   0.0897   6.0130   0.5636   0.0642   5.9453   0.4659
  60 150 Nd 2   -73.690     0.003   -73.930   0.260   0.110   0.0901   6.0253   0.5700   0.0639   5.9572   0.4660
  60 151 Nd 2   -70.953     0.003   -71.300   0.350   0.210   0.0899   6.0570   0.5628   0.0634   5.9721   0.4649
  60 152 Nd 2   -70.158     0.025   -70.330   0.320   0.190   0.0902   6.0688   0.5685   0.0631   5.9817   0.4655
  60 153 Nd 2   -67.349     0.027   -67.500   0.330   0.180   0.0904   6.0862   0.5716   0.0627   5.9958   0.4647
  60 154 Nd 2   -65.691     0.114   -65.770   0.350   0.220   0.0903   6.1093   0.5687   0.0623   6.0062   0.4648
  60 155 Nd 1   -62.473     0.153   -62.520   0.340   0.180   0.0906   6.1270   0.5711   0.0620   6.0194   0.4641
  60 156 Nd 2   -60.530     0.203   -60.550   0.350   0.180   0.0909   6.1420   0.5738   0.0617   6.0305   0.4638
  60 157 Nd 1   -56.793     0.196   -56.750   0.350   0.170   0.0911   6.1584   0.5769   0.0613   6.0428   0.4633
  60 158 Nd 1   -54.399     0.401   -54.450   0.350   0.150   0.0911   6.1805   0.5742   0.0610   6.0544   0.4626
  60 159 Nd 1   -50.217     0.503   -50.450   0.360   0.140   0.0913   6.1958   0.5776   0.0607   6.0656   0.4623
  60 160 Nd 1   -47.422     0.596   -47.630   0.360   0.130   0.0915   6.2147   0.5768   0.0603   6.0778   0.4613
  60 161 Nd 1   -42.961     0.699   -43.260   0.340   0.100   0.0920   6.2182   0.5877   0.0601   6.0871   0.4617
  60 162 Nd 0                       -40.140   0.370   0.110   0.0918   6.2489   0.5787   0.0597   6.1005   0.4600
  60 163 Nd 0                       -35.490   0.350   0.080   0.0921   6.2591   0.5844   0.0594   6.1103   0.4599
  60 164 Nd 0                       -31.910   0.350   0.090   0.0922   6.2818   0.5808   0.0591   6.1226   0.4586
  60 165 Nd 0                       -26.840   0.370   0.120   0.0924   6.2965   0.5841   0.0589   6.1323   0.4587
  60 166 Nd 0                       -23.010   0.310   0.030   0.0926   6.3139   0.5829   0.0586   6.1441   0.4572
  60 167 Nd 0                       -17.970   0.290   0.000   0.0928   6.3272   0.5867   0.0583   6.1552   0.4563
  60 168 Nd 0                       -13.690   0.300   0.020   0.0930   6.3446   0.5854   0.0580   6.1649   0.4559
  60 169 Nd 0                        -8.250   0.270  -0.010   0.0932   6.3584   0.5884   0.0577   6.1757   0.4550
  60 170 Nd 0                        -4.060   0.280  -0.020   0.0933   6.3743   0.5880   0.0575   6.1853   0.4546
  60 171 Nd 0                         1.620   0.260  -0.040   0.0935   6.3909   0.5888   0.0572   6.1963   0.4536
  60 172 Nd 0                         6.160   0.260  -0.030   0.0938   6.4035   0.5905   0.0570   6.2050   0.4533
  60 173 Nd 0                        11.980   0.240  -0.040   0.0940   6.4190   0.5918   0.0567   6.2156   0.4525
  60 174 Nd 0                        16.870   0.230  -0.040   0.0942   6.4320   0.5930   0.0565   6.2243   0.4520
  60 175 Nd 0                        23.120   0.220  -0.030   0.0944   6.4466   0.5948   0.0562   6.2343   0.4516
  60 176 Nd 0                        28.000   0.190  -0.050   0.0947   6.4601   0.5954   0.0560   6.2432   0.4508
  60 177 Nd 0                        33.860   0.190  -0.050   0.0948   6.4737   0.5978   0.0557   6.2527   0.4506
  60 178 Nd 0                        39.220   0.160  -0.040   0.0951   6.4877   0.5978   0.0555   6.2618   0.4496
  60 179 Nd 0                        45.630   0.120  -0.020   0.0953   6.5053   0.5957   0.0553   6.2707   0.4494
  60 180 Nd 0                        50.380  -0.120  -0.010   0.0956   6.5150   0.6000   0.0551   6.2800   0.4484
  60 181 Nd 0                        56.450   0.070  -0.020   0.0959   6.5242   0.6049   0.0548   6.2901   0.4474
  60 182 Nd 0                        62.480   0.000   0.000   0.0960   6.5418   0.6018   0.0546   6.2954   0.4551
  60 183 Nd 0                        68.560   0.000   0.000   0.0963   6.5496   0.6072   0.0543   6.3072   0.4551
  60 184 Nd 0                        72.610   0.000   0.000   0.0964   6.5683   0.6030   0.0540   6.3190   0.4551
  60 185 Nd 0                        79.120   0.000   0.000   0.0963   6.5948   0.5922   0.0537   6.3307   0.4551
  60 186 Nd 0                        83.190   0.000   0.000   0.0969   6.5950   0.6029   0.0534   6.3424   0.4551
  60 187 Nd 0                        91.900   0.000   0.000   0.0971   6.6008   0.6118   0.0531   6.3541   0.4551
  60 188 Nd 0                        99.210   0.000   0.000   0.0973   6.6101   0.6201   0.0529   6.3657   0.4551
  60 189 Nd 0                       107.850   0.000   0.000   0.0976   6.6168   0.6286   0.0526   6.3772   0.4551
  60 190 Nd 0                       114.720   0.080   0.020   0.0979   6.6237   0.6368   0.0523   6.3887   0.4551
  60 191 Nd 0                       123.120   0.100   0.040   0.0981   6.6311   0.6447   0.0520   6.4002   0.4551
  60 192 Nd 0                       130.510   0.110   0.040   0.0984   6.6344   0.6538   0.0518   6.4117   0.4551
  60 193 Nd 0                       139.040   0.130   0.040   0.0987   6.6414   0.6615   0.0515   6.4231   0.4551
  60 194 Nd 0                       146.370   0.140   0.040   0.0992   6.6401   0.6723   0.0512   6.4344   0.4551
  60 195 Nd 0                       154.700   0.160   0.100   0.0990   6.6467   0.6799   0.0508   6.4457   0.4551
  60 196 Nd 0                       162.010   0.190   0.060   0.1000   6.6419   0.6920   0.0521   6.3974   0.4592
  60 197 Nd 0                       169.410   0.210   0.070   0.1001   6.6524   0.6978   0.0518   6.4077   0.4596
  60 198 Nd 0                       177.540   0.230   0.120   0.1001   6.6792   0.6827   0.0518   6.4082   0.4616
  61 120 Pm 0                        -9.080   0.460   0.220   0.0776   5.5079   0.5110   0.0754   5.6214   0.5167
  61 121 Pm 0                       -16.710   0.450   0.230   0.0783   5.5161   0.5216   0.0749   5.6378   0.5127
  61 122 Pm 0                       -22.040   0.460   0.230   0.0788   5.5319   0.5266   0.0747   5.6409   0.5162
  61 123 Pm 0                       -28.430   0.440   0.220   0.0793   5.5515   0.5283   0.0742   5.6557   0.5129
  61 124 Pm 0                       -32.780   0.440   0.200   0.0798   5.5652   0.5342   0.0738   5.6667   0.5119
  61 125 Pm 0                       -38.110   0.410   0.130   0.0802   5.5861   0.5344   0.0734   5.6821   0.5081
  61 126 Pm 1   -39.570     0.503   -41.830   0.440   0.180   0.0835   5.5502   0.5144   0.0730   5.6917   0.5076
  61 127 Pm 1   -45.056     0.596   -46.830   0.400   0.110   0.0812   5.6209   0.5394   0.0725   5.7114   0.4973
  61 128 Pm 1   -48.046     0.401   -49.850   0.390   0.120   0.0816   5.6433   0.5373   0.0722   5.7177   0.5042
  61 129 Pm 1   -52.946     0.401   -54.450   0.380   0.060   0.0827   5.6266   0.5656   0.0717   5.7350   0.4945
  61 130 Pm 1   -55.470     0.298   -56.860   0.380   0.050   0.0832   5.6406   0.5692   0.0714   5.7454   0.4929
  61 131 Pm 1   -59.737     0.196   -60.530   0.450   0.120   0.0835   5.6565   0.5718   0.0708   5.7572   0.4904
  61 132 Pm 1   -61.711     0.196   -62.150   0.420   0.080   0.0831   5.7154   0.5413   0.0706   5.7698   0.4867
  61 133 Pm 2   -65.408     0.050   -65.450   0.460   0.120   0.0836   5.7300   0.5437   0.0700   5.7844   0.4867
  61 134 Pm 2   -66.739     0.058   -66.820   0.370   0.090   0.0842   5.7476   0.5443   0.0697   5.7989   0.4867
  61 135 Pm 2   -69.978     0.059   -70.070   0.260  -0.010   0.0847   5.7629   0.5456   0.0692   5.8134   0.4867
  61 136 Pm 2   -71.198     0.078   -71.260   0.250   0.000   0.0851   5.7797   0.5463   0.0688   5.8278   0.4867
  61 137 Pm 2   -74.073     0.013   -74.010   0.220  -0.010   0.0856   5.7959   0.5466   0.0688   5.8421   0.4551
  61 138 Pm 2   -74.940     0.027   -74.930   0.200  -0.010   0.0860   5.8122   0.5472   0.0684   5.8564   0.4551
  61 139 Pm 2   -77.497     0.013   -77.220  -0.160   0.010   0.0865   5.8295   0.5464   0.0679   5.8706   0.4551
  61 140 Pm 2   -78.207     0.037   -77.780   0.120   0.000   0.0869   5.8451   0.5468   0.0675   5.8847   0.4551
  61 141 Pm 2   -80.523     0.014   -80.360   0.090   0.020   0.0872   5.8633   0.5448   0.0679   5.8603   0.4697
  61 142 Pm 2   -81.157     0.025   -81.580   0.080  -0.010   0.0877   5.8785   0.5445   0.0678   5.8694   0.4679
  61 143 Pm 2   -82.966     0.003   -82.970   0.000   0.000   0.0881   5.8976   0.5413   0.0675   5.8801   0.4647
  61 144 Pm 2   -81.421     0.003   -81.770  -0.070   0.010   0.0886   5.9034   0.5524   0.0672   5.8876   0.4670
  61 145 Pm 2   -81.274     0.003   -80.890   0.110   0.030   0.0882   5.9479   0.5367   0.0666   5.9039   0.4664
  61 146 Pm 2   -79.460     0.005   -78.750   0.130   0.030   0.0886   5.9584   0.5449   0.0663   5.9137   0.4677
  61 147 Pm 2   -79.048     0.002   -78.620   0.180   0.070   0.0889   5.9673   0.5548   0.0658   5.9281   0.4672
  61 148 Pm 2   -76.872     0.006   -76.530   0.200   0.080   0.0893   5.9793   0.5617   0.0655   5.9394   0.4678
  61 149 Pm 2   -76.071     0.004   -76.080   0.220   0.100   0.0896   5.9928   0.5674   0.0650   5.9524   0.4675
  61 150 Pm 2   -73.603     0.020   -73.870   0.260   0.100   0.0899   6.0224   0.5460   0.0647   5.9649   0.4674
  61 151 Pm 2   -73.395     0.005   -73.400   0.260   0.090   0.0896   6.0402   0.5657   0.0643   5.9769   0.4674
  61 152 Pm 2   -71.262     0.026   -71.450   0.340   0.180   0.0894   6.0708   0.5591   0.0638   5.9917   0.4663
  61 153 Pm 2   -70.685     0.011   -70.630   0.330   0.180   0.0898   6.0828   0.5645   0.0635   6.0013   0.4669
  61 154 Pm 2   -68.498     0.045   -68.090   0.340   0.190   0.0899   6.1002   0.5676   0.0631   6.0153   0.4660
  61 155 Pm 2   -66.973     0.030   -66.890   0.350   0.180   0.0902   6.1135   0.5718   0.0628   6.0257   0.4661
  61 156 Pm 2   -64.220     0.034   -63.920   0.350   0.180   0.0902   6.1405   0.5671   0.0624   6.0388   0.4654
  61 157 Pm 2   -62.373     0.112   -62.270   0.350   0.160   0.0904   6.1556   0.5697   0.0621   6.0499   0.4650
  61 158 Pm 2   -59.093     0.127   -58.820   0.360   0.170   0.0906   6.1719   0.5726   0.0618   6.0619   0.4646
  61 159 Pm 1   -56.849     0.196   -56.810   0.360   0.160   0.0908   6.1881   0.5741   0.0614   6.0736   0.4638
  61 160 Pm 1   -53.104     0.298   -53.050   0.370   0.130   0.0910   6.2030   0.5777   0.0611   6.0846   0.4637
  61 161 Pm 1   -50.431     0.503   -50.570   0.370   0.130   0.0911   6.2237   0.5755   0.0608   6.0967   0.4626
  61 162 Pm 1   -46.305     0.699   -46.380   0.360   0.110   0.0915   6.2314   0.5833   0.0605   6.1057   0.4631
  61 163 Pm 1   -43.147     0.801   -43.660   0.370   0.110   0.0914   6.2594   0.5761   0.0602   6.1192   0.4613
  61 164 Pm 0                       -39.230   0.360   0.100   0.0919   6.2654   0.5848   0.0599   6.1287   0.4614
  61 165 Pm 0                       -35.910   0.360   0.100   0.0918   6.2933   0.5773   0.0596   6.1411   0.4600
  61 166 Pm 0                       -30.960   0.370   0.100   0.0918   6.3152   0.5747   0.0592   6.1534   0.4585
  61 167 Pm 0                       -27.500   0.340   0.070   0.0922   6.3255   0.5790   0.0590   6.1623   0.4588
  61 168 Pm 0                       -22.440   0.320   0.030   0.0922   6.3452   0.5779   0.0587   6.1741   0.4575
  61 169 Pm 0                       -18.800   0.290  -0.020   0.0925   6.3571   0.5807   0.0584   6.1828   0.4576
  61 170 Pm 0                       -13.500   0.310   0.000   0.0926   6.3742   0.5811   0.0582   6.1941   0.4566
  61 171 Pm 0                        -9.630   0.280  -0.040   0.0929   6.3865   0.5833   0.0579   6.2028   0.4564
  61 172 Pm 0                        -4.080   0.270  -0.010   0.0932   6.4027   0.5843   0.0576   6.2135   0.4557
  61 173 Pm 0                         0.280   0.260  -0.020   0.0934   6.4153   0.5860   0.0574   6.2222   0.4553
  61 174 Pm 0                         5.810   0.270  -0.020   0.0936   6.4305   0.5874   0.0572   6.2324   0.4548
  61 175 Pm 0                        10.610   0.260  -0.040   0.0938   6.4435   0.5885   0.0569   6.2411   0.4543
  61 176 Pm 0                        16.610   0.230  -0.040   0.0940   6.4578   0.5905   0.0567   6.2509   0.4540
  61 177 Pm 0                        21.470   0.230  -0.040   0.0943   6.4711   0.5911   0.0565   6.2596   0.4533
  61 178 Pm 0                        27.480   0.200  -0.020   0.0945   6.4844   0.5937   0.0562   6.2688   0.4534
  61 179 Pm 0                        32.280  -0.160   0.010   0.0948   6.4983   0.5938   0.0560   6.2777   0.4525
  61 180 Pm 0                        38.160   0.140  -0.030   0.0949   6.5152   0.5920   0.0558   6.2863   0.4523
  61 181 Pm 0                        42.910  -0.120  -0.010   0.0952   6.5251   0.5962   0.0555   6.2955   0.4516
  61 182 Pm 0                        48.830  -0.110  -0.020   0.0955   6.5336   0.6014   0.0553   6.3052   0.4507
  61 183 Pm 0                        53.500  -0.090  -0.030   0.0957   6.5513   0.5983   0.0551   6.3128   0.4508
  61 184 Pm 0                        60.410   0.000   0.000   0.0960   6.5583   0.6040   0.0549   6.3223   0.4496
  61 185 Pm 0                        64.220   0.000   0.000   0.0961   6.5771   0.6000   0.0546   6.3307   0.4551
  61 186 Pm 0                        70.480   0.000   0.000   0.0961   6.6024   0.5900   0.0543   6.3424   0.4551
  61 187 Pm 0                        74.360   0.000   0.000   0.0966   6.6030   0.6004   0.0540   6.3541   0.4551
  61 188 Pm 0                        82.880   0.000   0.000   0.0969   6.6089   0.6092   0.0537   6.3657   0.4551
  61 189 Pm 0                        89.990   0.000   0.000   0.0970   6.6191   0.6170   0.0535   6.3772   0.4551
  61 190 Pm 0                        98.450   0.000   0.000   0.0973   6.6263   0.6252   0.0532   6.3887   0.4551
  61 191 Pm 0                       105.170   0.080   0.050   0.0975   6.6345   0.6328   0.0529   6.4002   0.4551
  61 192 Pm 0                       113.490   0.100   0.050   0.0976   6.6429   0.6401   0.0526   6.4117   0.4551
  61 193 Pm 0                       120.690   0.110   0.040   0.0980   6.6487   0.6482   0.0524   6.4231   0.4551
  61 194 Pm 0                       128.790   0.140   0.050   0.0982   6.6578   0.6549   0.0521   6.4344   0.4551
  61 195 Pm 0                       135.970   0.150   0.070   0.0985   6.6602   0.6640   0.0518   6.4457   0.4551
  61 196 Pm 0                       144.500   0.160   0.040   0.0987   6.6696   0.6703   0.0516   6.4570   0.4551
  61 197 Pm 0                       151.540   0.200   0.050   0.0992   6.6686   0.6807   0.0513   6.4683   0.4551
  61 198 Pm 0                       158.800   0.240   0.120   0.0994   6.6729   0.6890   0.0522   6.4253   0.4638
  61 199 Pm 0                       166.470   0.270   0.160   0.0998   6.6744   0.6980   0.0521   6.4296   0.4654
  61 200 Pm 0                       174.060   0.300   0.210   0.0995   6.6880   0.7011   0.0518   6.4392   0.4660
  62 122 Sm 0                        -7.920   0.450   0.210   0.0774   5.5439   0.5115   0.0753   5.6553   0.5182
  62 123 Sm 0                       -13.650   0.450   0.190   0.0782   5.5485   0.5246   0.0748   5.6709   0.5147
  62 124 Sm 0                       -20.730   0.440   0.190   0.0786   5.5680   0.5262   0.0743   5.6873   0.5102
  62 125 Sm 0                       -25.520   0.430   0.170   0.0791   5.5816   0.5320   0.0740   5.6913   0.5126
  62 126 Sm 0                       -31.580   0.450   0.180   0.0796   5.6025   0.5320   0.0736   5.7067   0.5086
  62 127 Sm 0                       -35.420   0.430   0.140   0.0829   5.5652   0.5144   0.0732   5.7162   0.5081
  62 128 Sm 1   -39.048     0.503   -40.920   0.400   0.100   0.0806   5.6364   0.5373   0.0728   5.7312   0.5039
  62 129 Sm 1   -42.253     0.503   -44.390   0.400   0.090   0.0816   5.6244   0.5616   0.0725   5.7414   0.5028
  62 130 Sm 1   -47.581     0.401   -49.300   0.390   0.080   0.0822   5.6414   0.5636   0.0721   5.7542   0.4995
  62 131 Sm 1   -50.198     0.298   -51.970   0.400   0.080   0.0827   5.6551   0.5669   0.0718   5.7645   0.4978
  62 132 Sm 1   -55.247     0.298   -56.150   0.410   0.080   0.0831   5.6712   0.5697   0.0714   5.7764   0.4952
  62 133 Sm 1   -57.129     0.196   -57.930   0.380   0.060   0.0827   5.7288   0.5400   0.0711   5.7882   0.4924
  62 134 Sm 1   -61.507     0.196   -61.550   0.370   0.080   0.0842   5.7011   0.5746   0.0708   5.7978   0.4910
  62 135 Sm 2   -62.857     0.155   -63.140   0.370   0.090   0.0837   5.7609   0.5429   0.0703   5.8134   0.4867
  62 136 Sm 2   -66.811     0.012   -66.470   0.270  -0.020   0.0851   5.7312   0.5783   0.0698   5.8278   0.4867
  62 137 Sm 2   -68.025     0.042   -67.860   0.250   0.010   0.0846   5.7929   0.5447   0.0694   5.8421   0.4867
  62 138 Sm 2   -71.498     0.012   -71.110   0.220  -0.010   0.0851   5.8091   0.5450   0.0689   5.8564   0.4867
  62 139 Sm 2   -72.380     0.011   -72.340   0.210  -0.010   0.0855   5.8254   0.5456   0.0690   5.8706   0.4551
  62 140 Sm 2   -75.456     0.012   -74.950   0.180  -0.020   0.0859   5.8425   0.5447   0.0685   5.8847   0.4551
  62 141 Sm 2   -75.939     0.009   -75.680   0.130   0.000   0.0864   5.8580   0.5451   0.0681   5.8988   0.4551
  62 142 Sm 2   -78.993     0.006   -78.710  -0.100   0.000   0.0868   5.8761   0.5430   0.0676   5.9128   0.4551
  62 143 Sm 2   -79.523     0.004   -80.200   0.080  -0.020   0.0872   5.8911   0.5427   0.0681   5.8882   0.4719
  62 144 Sm 2   -81.972     0.003   -81.640   0.000   0.000   0.0876   5.9101   0.5395   0.0679   5.8988   0.4687
  62 145 Sm 2   -80.658     0.003   -80.900  -0.080   0.020   0.0881   5.9160   0.5506   0.0676   5.9063   0.4711
  62 146 Sm 2   -81.002     0.004   -80.370   0.090   0.010   0.0882   5.9353   0.5563   0.0671   5.9228   0.4702
  62 147 Sm 2   -79.272     0.002   -78.390   0.130   0.030   0.0886   5.9450   0.5649   0.0667   5.9326   0.4716
  62 148 Sm 2   -79.342     0.002   -78.530   0.170   0.050   0.0882   5.9900   0.5465   0.0662   5.9471   0.4709
  62 149 Sm 2   -77.142     0.002   -76.690   0.200   0.060   0.0888   5.9933   0.5590   0.0659   5.9584   0.4715
  62 150 Sm 2   -77.057     0.002   -76.850   0.250   0.100   0.0891   6.0070   0.5646   0.0654   5.9715   0.4711
  62 151 Sm 2   -74.582     0.002   -75.000   0.310   0.110   0.0893   6.0202   0.5700   0.0650   5.9840   0.4709
  62 152 Sm 2   -74.769     0.002   -74.800   0.290   0.120   0.0897   6.0492   0.5460   0.0647   5.9960   0.4708
  62 153 Sm 2   -72.566     0.002   -73.130   0.340   0.180   0.0893   6.0693   0.5673   0.0642   6.0107   0.4697
  62 154 Sm 2   -72.462     0.003   -72.500   0.340   0.160   0.0893   6.0963   0.5615   0.0639   6.0204   0.4702
  62 155 Sm 2   -70.197     0.003   -70.350   0.340   0.180   0.0894   6.1135   0.5644   0.0635   6.0343   0.4693
  62 156 Sm 2   -69.370     0.010   -69.390   0.340   0.160   0.0898   6.1270   0.5684   0.0632   6.0448   0.4693
  62 157 Sm 2   -66.733     0.050   -66.800   0.350   0.180   0.0899   6.1431   0.5718   0.0628   6.0577   0.4686
  62 158 Sm 2   -65.213     0.078   -65.490   0.360   0.170   0.0899   6.1687   0.5665   0.0625   6.0688   0.4682
  62 159 Sm 2   -62.213     0.100   -62.100   0.350   0.150   0.0902   6.1848   0.5694   0.0622   6.0808   0.4677
  62 160 Sm 1   -60.417     0.196   -60.550   0.360   0.140   0.0904   6.2011   0.5706   0.0618   6.0925   0.4669
  62 161 Sm 1   -56.979     0.298   -57.220   0.380   0.140   0.0905   6.2159   0.5743   0.0615   6.1034   0.4667
  62 162 Sm 1   -54.753     0.503   -54.950   0.370   0.130   0.0908   6.2331   0.5745   0.0612   6.1156   0.4656
  62 163 Sm 1   -50.897     0.699   -51.070   0.360   0.120   0.0911   6.2441   0.5798   0.0609   6.1243   0.4663
  62 164 Sm 1   -48.177     0.801   -48.610   0.370   0.120   0.0910   6.2723   0.5724   0.0606   6.1380   0.4643
  62 165 Sm 1   -43.799     0.904   -44.460   0.350   0.100   0.0915   6.2784   0.5809   0.0603   6.1471   0.4645
  62 166 Sm 0                       -41.340   0.350   0.080   0.0914   6.3027   0.5759   0.0600   6.1597   0.4630
  62 167 Sm 0                       -36.710   0.380   0.090   0.0913   6.3268   0.5716   0.0596   6.1718   0.4616
  62 168 Sm 0                       -33.480   0.330   0.030   0.0918   6.3361   0.5765   0.0594   6.1807   0.4618
  62 169 Sm 0                       -28.840   0.320   0.020   0.0918   6.3571   0.5744   0.0591   6.1923   0.4606
  62 170 Sm 0                       -25.160   0.320   0.020   0.0922   6.3676   0.5781   0.0589   6.2010   0.4607
  62 171 Sm 0                       -20.300   0.310   0.000   0.0922   6.3860   0.5775   0.0586   6.2121   0.4598
  62 172 Sm 0                       -16.380   0.290  -0.040   0.0925   6.3982   0.5797   0.0583   6.2207   0.4596
  62 173 Sm 0                       -11.170   0.280  -0.020   0.0927   6.4142   0.5807   0.0581   6.2313   0.4590
  62 174 Sm 0                        -6.970   0.270  -0.050   0.0929   6.4268   0.5823   0.0578   6.2398   0.4587
  62 175 Sm 0                        -1.670   0.270  -0.050   0.0931   6.4418   0.5839   0.0576   6.2499   0.4583
  62 176 Sm 0                         3.020   0.260  -0.040   0.0934   6.4546   0.5850   0.0574   6.2585   0.4578
  62 177 Sm 0                         8.860   0.220  -0.040   0.0937   6.4687   0.5871   0.0571   6.2680   0.4577
  62 178 Sm 0                        13.390   0.210  -0.030   0.0940   6.4819   0.5878   0.0569   6.2766   0.4571
  62 179 Sm 0                        19.440  -0.200   0.030   0.0941   6.4950   0.5905   0.0566   6.2857   0.4573
  62 180 Sm 0                        23.620  -0.180   0.010   0.0944   6.5088   0.5905   0.0564   6.2945   0.4565
  62 181 Sm 0                        29.570   0.140  -0.040   0.0946   6.5234   0.5902   0.0562   6.3040   0.4555
  62 182 Sm 0                        33.860  -0.140   0.000   0.0949   6.5351   0.5932   0.0560   6.3119   0.4559
  62 183 Sm 0                        39.690  -0.110  -0.020   0.0951   6.5510   0.5913   0.0558   6.3213   0.4550
  62 184 Sm 0                        44.120   0.070  -0.010   0.0954   6.5609   0.5955   0.0556   6.3289   0.4552
  62 185 Sm 0                        51.090   0.000   0.000   0.0955   6.5784   0.5914   0.0554   6.3361   0.4554
  62 186 Sm 0                        54.660   0.000   0.000   0.0958   6.5862   0.5975   0.0551   6.3454   0.4545
  62 187 Sm 0                        60.670   0.000   0.000   0.0958   6.6106   0.5880   0.0548   6.3593   0.4507
  62 188 Sm 0                        64.380   0.000   0.000   0.0963   6.6114   0.5983   0.0546   6.3657   0.4551
  62 189 Sm 0                        72.720   0.000   0.000   0.0966   6.6173   0.6071   0.0543   6.3772   0.4551
  62 190 Sm 0                        79.630   0.000   0.000   0.0967   6.6285   0.6144   0.0541   6.3887   0.4551
  62 191 Sm 0                        87.920   0.000   0.000   0.0969   6.6361   0.6224   0.0538   6.4002   0.4551
  62 192 Sm 0                        94.290   0.060   0.000   0.0971   6.6452   0.6294   0.0535   6.4117   0.4551
  62 193 Sm 0                       102.490   0.080   0.020   0.0973   6.6545   0.6363   0.0532   6.4231   0.4551
  62 194 Sm 0                       109.620   0.100   0.050   0.0976   6.6617   0.6437   0.0529   6.4344   0.4551
  62 195 Sm 0                       117.500   0.150   0.070   0.0977   6.6724   0.6495   0.0527   6.4457   0.4551
  62 196 Sm 0                       124.590   0.160   0.060   0.0980   6.6772   0.6576   0.0524   6.4570   0.4551
  62 197 Sm 0                       133.060   0.120   0.010   0.0982   6.6886   0.6627   0.0521   6.4683   0.4551
  62 198 Sm 0                       139.450   0.210   0.100   0.0985   6.6908   0.6717   0.0519   6.4795   0.4551
  62 199 Sm 0                       146.750   0.230   0.110   0.0989   6.6916   0.6816   0.0526   6.4432   0.4694
  62 200 Sm 0                       154.150   0.260   0.130   0.0990   6.7023   0.6863   0.0524   6.4506   0.4707
  62 201 Sm 0                       161.640   0.290   0.180   0.0989   6.7117   0.6923   0.0521   6.4598   0.4713
  62 202 Sm 0                       168.570   0.300   0.170   0.0995   6.7125   0.7011   0.0520   6.4646   0.4725
  62 210 Sm 0                       230.670   0.340   0.120   0.1015   6.7687   0.7457   0.0506   6.5244   0.4775
  62 218 Sm 0                       298.470   0.330   0.070   0.1017   6.8958   0.7420   0.0491   6.5940   0.4783
  63 124 Eu 0                        -2.860   0.450   0.220   0.0777   5.5614   0.5239   0.0742   5.7195   0.5144
  63 125 Eu 0                       -10.320   0.440   0.190   0.0782   5.5809   0.5254   0.0748   5.7010   0.5190
  63 126 Eu 0                       -15.630   0.440   0.180   0.0787   5.5943   0.5313   0.0745   5.7084   0.5191
  63 127 Eu 0                       -22.050   0.410   0.130   0.0791   5.6182   0.5295   0.0740   5.7252   0.5165
  63 128 Eu 0                       -26.480   0.430   0.140   0.0822   5.5802   0.5144   0.0735   5.7345   0.5160
  63 129 Eu 0                       -32.480   0.400   0.100   0.0800   5.6532   0.5340   0.0729   5.7669   0.4966
  63 130 Eu 1   -33.936     0.503   -36.390   0.400   0.090   0.0805   5.6670   0.5384   0.0724   5.7808   0.4931
  63 131 Eu 1   -39.353     0.401   -41.570   0.390   0.080   0.0810   5.6864   0.5383   0.0724   5.7795   0.4978
  63 132 Eu 1   -42.504     0.401   -44.780   0.400   0.070   0.0821   5.6720   0.5637   0.0721   5.7894   0.4962
  63 133 Eu 1   -47.283     0.298   -49.030   0.400   0.080   0.0826   5.6878   0.5661   0.0717   5.8010   0.4937
